,market_name,position_type,entry_time,exit_time,entry_price,exit_price,leverage,trade_pnl_pct,paper_equity
0,-,-,-,-,-,-,-,-,10000.0
1,BTCUSDT,LONG,2021-04-25 21:40:05.804759,2021-04-25 21:45:05.701528,47805.52776999999,47012.720219999996,1,-1.6584014171213024,9834.15985828787
2,BTCUSDT,SHORT,2021-04-25 21:45:06.273837,2021-04-25 21:50:05.808104,47012.720219999996,47556.41891,1,-1.156492726767821,9720.428514788053
3,BTCUSDT,LONG,2021-04-25 21:50:06.330705,2021-04-25 23:50:05.896440,47559.85233999999,48830.65047,1,2.6719976355587027,9980.158134869363
4,BTCUSDT,SHORT,2021-04-25 23:50:06.822451,2021-04-25 23:55:05.475679,48831.12,49068.96994999999,1,-0.4870868208633939,9931.546099893088
5,BTCUSDT,LONG,2021-04-25 23:55:05.973744,2021-04-26 00:05:05.627232,49078.97994999999,48785.00616,1,-0.5989810511536444,9872.05802066814
6,BTCUSDT,SHORT,2021-04-26 00:05:06.143556,2021-04-26 00:10:05.494951,48785.00616,49742.10241,1,-1.9618655921883406,9678.381511119784
7,BTCUSDT,LONG,2021-04-26 00:10:05.998415,2021-04-26 01:05:05.432638,49742.10241,50637.50181,1,1.8000835441567375,9852.600464042158
8,BTCUSDT,SHORT,2021-04-26 01:05:05.928978,2021-04-26 01:35:06.163930,50634.74457,51332.06077999999,1,-1.3771496546921158,9716.915410773408
9,BTCUSDT,LONG,2021-04-26 01:35:06.625470,2021-04-26 02:20:05.412410,51319.268,51838.16994,1,1.0111249833103688,9815.165570098874
10,BTCUSDT,SHORT,2021-04-26 02:20:05.914036,-,51845.103,-,1,-,-
